"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","test_login_fails[chromium-not_a_user-secret_sauce-Epic sadface: Username and password do not match any user in this service]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","79","test_checkout_empty_postal_code_shows_its_own_error[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","260","test_inventory_inaccessible_without_login_direct_url[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","539","test_checkout_happy_path[chromium-sauce-labs-bike-light]","tests.ui","2026-09-10","passed","2026-09-10","","test_e2e_swag_labs","",""
"","126","test_each_product_can_be_added[chromium-sauce-labs-bike-light-Sauce Labs Bike Light]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"","729","test_upload[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","25","test_login_credentials[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"Updating a booking without an auth token should return 403 Forbidden.","69","test_update_booking_requires_auth_token","tests.api","2026-09-10","passed","2026-09-10","","test_update_booking","",""
"","315","test_get_token","tests.api","2026-09-10","passed","2026-09-10","","test_auth","",""
"","123","test_login_fails[chromium-standard_user--Epic sadface: Password is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","79","test_checkout_all_three_fields_empty_shows_first_name_error[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","593","test_click_action[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","588","test_checkout_happy_path[chromium-sauce-labs-backpack]","tests.ui","2026-09-10","passed","2026-09-10","","test_e2e_swag_labs","",""
"","68","test_create_booking","tests.api","2026-09-10","passed","2026-09-10","","test_create_booking","",""
"","44","test_sort_options[chromium-lohi]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","508","test_playwright_is_working[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_setup","",""
"","103","test_login_fails[chromium-standard_user-wrong_password-Epic sadface: Username and password do not match any user in this service]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","69","test_missing_booking_is_404","tests.api","2026-09-10","passed","2026-09-10","","test_read_booking","",""
"","178","test_opens_the_shop[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_first","",""
"","110","test_login_successful[chromium-problem_user]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","441","test_example_1[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_login","",""
"","718","test_fill_and_press[chromium-tomsmith-SuperSecretPassword-Your password is invalid!]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","30","test_sort_dropdown_visible[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","322","test_ping","tests.api","2026-09-10","passed","2026-09-10","","test_playwright_example","",""
"","43","test_sort_options[chromium-za]","tests.ui","2026-09-10","passed","2026-09-10","","test_inventory","",""
"","1791","test_form[chromium-John-Smith-johnsmith@gmail.com]","tests.ui","2026-09-10","passed","2026-09-10","","test_demoqa","",""
"","77","test_checkout_empty_last_name_shows_its_own_error[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","99","test_cart_badge_appears_when_item_added[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_cart","",""
"Every verb of the block, one readable story. The interview classic.","416","test_full_booking_lifecycle","tests.api","2026-09-10","passed","2026-09-10","","test_delete_booking","",""
"","354","test_example_2[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_login","",""
"","526","test_checkout_happy_path[chromium-sauce-labs-fleece-jacket]","tests.ui","2026-09-10","passed","2026-09-10","","test_e2e_swag_labs","",""
"","68","test_created_booking_reads_back","tests.api","2026-09-10","passed","2026-09-10","","test_read_booking","",""
"","76","test_checkout_form_requires_all_fields[chromium-Solid-Snake--Error: Postal Code is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_checkout","",""
"","1608","test_form[chromium-Maria-Garcia-mariagarcia@yahoo.com]","tests.ui","2026-09-10","passed","2026-09-10","","test_demoqa","",""
"","1749","test_form[chromium-Aisha-Patel-aishapatel@proton.me]","tests.ui","2026-09-10","passed","2026-09-10","","test_demoqa","",""
"","5129","test_login_successful[chromium-performance_glitch_user]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","752","test_drag_and_drop[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_internet","",""
"","85","test_login_fails[chromium---Epic sadface: Username is required]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
"","1","test_delete_without_token","tests.api","2026-09-10","passed","2026-09-10","","test_delete_booking","",""
"","135","test_login_successful_one[chromium]","tests.ui","2026-09-10","passed","2026-09-10","","test_login_page","",""
